"task_name","duration_seconds","start_time","metadata","user_id","user_name","activity_type","preview_image_url","end_time","task_id","id","created_date","updated_date","created_by_id","created_by","is_sample"
"Form Filling","11760","2026-04-28T09:00:08.344Z","{""total_typed_chars"":10866,""total_pasted_chars"":0,""paste_event_count"":1,""last_paste_length"":0,""backspace_count"":410,""tab_switch_count"":2,""last_switch_time"":""2026-04-28T12:15:02.910Z"",""window_minimized_seconds"":71,""screen_hidden_events"":2,""idle_time_seconds"":1790,""active_seconds"":9972,""wpm"":21,""last_save"":null,""last_activity"":""2026-04-28T12:16:09.036Z""}","69d7b031aa5f61aa6ab3ef11","Deepika gurjar","task_started","","2026-04-28T12:16:09.036Z","Form Filling","69f07719869800511c6a5f36","2026-04-28T09:00:09.034000","2026-04-28T12:16:08.891000","anonymous","anonymous","false"
"PDF to Word Typing","361","2026-04-28T08:51:42.662Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":40,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":356,""wpm"":0,""last_save"":null,""last_activity"":""2026-04-28T08:57:43.860Z""}","69d3536db57b9cb53e1aff8a","Farheen","task_started","","2026-04-28T08:57:43.860Z","PDF to Word Typing","69f0751f83d48c525e868bb0","2026-04-28T08:51:43.508000","2026-04-28T08:57:44.089000","anonymous","anonymous","false"
"Data Entry","142","2026-04-28T08:46:33.563Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":1,""last_switch_time"":""2026-04-28T08:47:10.233Z"",""window_minimized_seconds"":62,""screen_hidden_events"":1,""idle_time_seconds"":35,""active_seconds"":104,""wpm"":0,""last_save"":null,""last_activity"":""2026-04-28T08:48:55.976Z""}","69d3536db57b9cb53e1aff8a","Farheen","task_started","","2026-04-28T08:48:55.976Z","Data Entry","69f073eb1eb74e6e56e2134a","2026-04-28T08:46:35.828000","2026-04-28T08:48:57.089000","anonymous","anonymous","false"
"Form Filling","198","2026-04-28T06:36:25.814Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":135,""active_seconds"":58,""wpm"":0,""last_save"":null,""last_activity"":""2026-04-28T06:39:43.939Z""}","69e62086e436da5d001b8416","skm","task_abandoned","","2026-04-28T06:39:43.939Z","Form Filling","69f0556abff8134ea4f3727c","2026-04-28T06:36:26.737000","2026-04-28T06:39:44.460000","anonymous","anonymous","false"
"Data Entry","24920","2026-04-28T06:29:48.182Z","{""total_typed_chars"":15959,""total_pasted_chars"":82,""paste_event_count"":1,""last_paste_length"":82,""backspace_count"":1584,""tab_switch_count"":15,""last_switch_time"":""2026-04-28T13:18:38.146Z"",""window_minimized_seconds"":445,""screen_hidden_events"":15,""idle_time_seconds"":975,""active_seconds"":23460,""wpm"":11,""last_save"":""2026-04-28T13:16:49.650Z"",""last_activity"":""2026-04-28T13:25:08.774Z""}","69ce057536ae09b05b567b92","Noman","task_started","","2026-04-28T13:25:08.774Z","Data Entry","69f053dcffaa28c020a3776f","2026-04-28T06:29:48.628000","2026-04-28T13:25:08.961000","anonymous","anonymous","false"
"Data Entry","23684","2026-04-28T06:26:46.632Z","{""total_typed_chars"":15356,""total_pasted_chars"":82,""paste_event_count"":1,""last_paste_length"":82,""backspace_count"":885,""tab_switch_count"":13,""last_switch_time"":""2026-04-28T13:01:07.153Z"",""window_minimized_seconds"":4528,""screen_hidden_events"":13,""idle_time_seconds"":3865,""active_seconds"":15480,""wpm"":23,""last_save"":""2026-04-28T12:59:20.032Z"",""last_activity"":""2026-04-28T13:01:31.164Z""}","69ec63b7239e922f010db8a3","Shubham Dadhich","task_started","","2026-04-28T13:01:31.164Z","Data Entry","69f0532a2b3909097d00c6af","2026-04-28T06:26:50.327000","2026-04-28T13:01:31.494000","anonymous","anonymous","false"
"Data Entry","17460","2026-04-28T06:21:59.262Z","{""total_typed_chars"":15338,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":874,""tab_switch_count"":7,""last_switch_time"":""2026-04-28T11:12:22.126Z"",""window_minimized_seconds"":911,""screen_hidden_events"":7,""idle_time_seconds"":750,""active_seconds"":15960,""wpm"":12,""last_save"":""2026-04-28T11:08:18.061Z"",""last_activity"":""2026-04-28T11:13:00.170Z""}","69e61963cd9ea118cc9f4d2b","Munish kumar","task_started","","2026-04-28T11:13:00.170Z","Data Entry","69f052095e06ddd3100528ba","2026-04-28T06:22:01.995000","2026-04-28T11:13:02.101000","anonymous","anonymous","false"
"Data Entry","22229","2026-04-28T05:56:32.168Z","{""total_typed_chars"":15731,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":1139,""tab_switch_count"":1,""last_switch_time"":""2026-04-28T12:05:51.107Z"",""window_minimized_seconds"":0,""screen_hidden_events"":1,""idle_time_seconds"":495,""active_seconds"":21734,""wpm"":9,""last_save"":""2026-04-28T12:04:53.814Z"",""last_activity"":""2026-04-28T12:07:02.101Z""}","69dde793aa4f6698371f73da","Vishakha mahawar","task_started","","2026-04-28T12:07:02.101Z","Data Entry","69f04c10188bf1230fad589e","2026-04-28T05:56:32.232000","2026-04-28T12:07:01.830000","anonymous","anonymous","false"
"Data Entry","5840","2026-04-28T05:53:52.289Z","{""total_typed_chars"":2541,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":280,""tab_switch_count"":1,""last_switch_time"":""2026-04-28T07:14:18.701Z"",""window_minimized_seconds"":995,""screen_hidden_events"":1,""idle_time_seconds"":1530,""active_seconds"":3458,""wpm"":13,""last_save"":null,""last_activity"":""2026-04-28T07:31:13.012Z""}","69d7b031aa5f61aa6ab3ef11","Deepika gurjar","task_started","","2026-04-28T07:31:13.012Z","Data Entry","69f04b706a38b8f64b4b25e8","2026-04-28T05:53:52.613000","2026-04-28T07:31:12.765000","anonymous","anonymous","false"
"Data Entry","26800","2026-04-28T05:52:05.125Z","{""total_typed_chars"":15450,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":975,""tab_switch_count"":6,""last_switch_time"":""2026-04-28T13:16:21.956Z"",""window_minimized_seconds"":6237,""screen_hidden_events"":6,""idle_time_seconds"":3155,""active_seconds"":17550,""wpm"":12,""last_save"":""2026-04-28T13:15:18.205Z"",""last_activity"":""2026-04-28T13:18:46.051Z""}","69d600a1096418863f20cff9","Vimla verma","task_started","","2026-04-28T13:18:46.051Z","Data Entry","69f04b0c36b584e98dd12cc5","2026-04-28T05:52:12.309000","2026-04-28T13:18:52.986000","anonymous","anonymous","false"
"Data Entry","1040","2026-04-28T05:17:18.954Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":66,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":1040,""wpm"":0,""last_save"":""2026-04-28T05:33:34.923Z"",""last_activity"":""2026-04-28T05:34:39.775Z""}","69e618e0cd9ea118cc9f4bff","Abhishek Nayak","task_started","","2026-04-28T05:34:39.775Z","Data Entry","69f042e1338e0cb5faced536","2026-04-28T05:17:21.409000","2026-04-28T05:34:41.773000","anonymous","anonymous","false"
"Data Entry","12649","2026-04-28T05:17:05.848Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":58,""tab_switch_count"":13,""last_switch_time"":""2026-04-28T08:47:19.722Z"",""window_minimized_seconds"":11225,""screen_hidden_events"":13,""idle_time_seconds"":770,""active_seconds"":1246,""wpm"":0,""last_save"":""2026-04-28T05:44:50.035Z"",""last_activity"":""2026-04-28T08:47:55.021Z""}","69e2138066d215f5ec605a62","DHEERAJ MEHRA","task_started","","2026-04-28T08:47:55.021Z","Data Entry","69f042d20d93e2c6c432fda4","2026-04-28T05:17:06.512000","2026-04-28T08:47:56.019000","anonymous","anonymous","false"
"PDF to Word Typing","","2026-04-28T00:54:01.473Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":0,""wpm"":0,""last_save"":null,""last_activity"":""2026-04-28T00:54:01.473Z""}","69db4ffd245a9d24ebcf9312","Sonu","task_started","","","PDF to Word Typing","69f0052a6bef8460b343f004","2026-04-28T00:54:02.236000","2026-04-28T00:54:02.236000","anonymous","anonymous","false"
"Form Filling","123","2026-04-27T17:01:08.085Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":1,""last_switch_time"":""2026-04-27T17:02:09.737Z"",""window_minimized_seconds"":0,""screen_hidden_events"":1,""idle_time_seconds"":35,""active_seconds"":86,""wpm"":0,""last_save"":null,""last_activity"":""2026-04-27T17:03:11.704Z""}","69eb94b62633983272a229f2","Praveen Kumar kaiwartya","task_started","","2026-04-27T17:03:11.704Z","Form Filling","69ef965632025771f32ade6a","2026-04-27T17:01:10.351000","2026-04-27T17:03:15.775000","anonymous","anonymous","false"
"PDF to Word Typing","443","2026-04-27T16:39:35.941Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":14,""tab_switch_count"":2,""last_switch_time"":""2026-04-27T16:46:10.461Z"",""window_minimized_seconds"":33,""screen_hidden_events"":2,""idle_time_seconds"":45,""active_seconds"":396,""wpm"":0,""last_save"":null,""last_activity"":""2026-04-27T16:46:59.015Z""}","69eb94b62633983272a229f2","Praveen Kumar kaiwartya","task_started","","2026-04-27T16:46:59.015Z","PDF to Word Typing","69ef914aa065bdc0997fd97c","2026-04-27T16:39:38.071000","2026-04-27T16:47:00.877000","anonymous","anonymous","false"
"PDF to Word Typing","6020","2026-04-27T16:10:20.008Z","{""total_typed_chars"":603,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":277,""tab_switch_count"":59,""last_switch_time"":""2026-04-27T17:49:40.143Z"",""window_minimized_seconds"":2165,""screen_hidden_events"":59,""idle_time_seconds"":715,""active_seconds"":5056,""wpm"":20,""last_save"":""2026-04-27T17:49:14.132Z"",""last_activity"":""2026-04-27T17:50:40.824Z""}","69d3846679da668f9db1387b","Zuned khan","task_started","","2026-04-27T17:50:40.824Z","PDF to Word Typing","69ef8a6de1a97feabeb6ff39","2026-04-27T16:10:21.455000","2026-04-27T17:50:42.037000","anonymous","anonymous","false"
"Data Entry","1561","2026-04-27T12:20:58.423Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":8,""tab_switch_count"":5,""last_switch_time"":""2026-04-27T12:46:11.932Z"",""window_minimized_seconds"":1399,""screen_hidden_events"":5,""idle_time_seconds"":80,""active_seconds"":264,""wpm"":0,""last_save"":null,""last_activity"":""2026-04-27T12:46:59.609Z""}","69eb55ccb14d7094c35bff5b","Krishan Murari Sharma","task_started","","2026-04-27T12:46:59.609Z","Data Entry","69ef54ab07729ff360d7cfff","2026-04-27T12:20:59.723000","2026-04-27T12:47:02.447000","anonymous","anonymous","false"
"Data Entry","3303","2026-04-27T09:52:45.632Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":2,""tab_switch_count"":29,""last_switch_time"":""2026-04-27T10:47:43.115Z"",""window_minimized_seconds"":2939,""screen_hidden_events"":29,""idle_time_seconds"":175,""active_seconds"":378,""wpm"":0,""last_save"":""2026-04-27T09:57:52.903Z"",""last_activity"":""2026-04-27T10:47:49.083Z""}","69eb55ccb14d7094c35bff5b","Krishan Murari Sharma","task_started","","2026-04-27T10:47:49.083Z","Data Entry","69ef31eee082d5e30e370b86","2026-04-27T09:52:46.552000","2026-04-27T10:47:49.638000","anonymous","anonymous","false"
"Form Filling","221","2026-04-27T09:41:41.145Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":8,""tab_switch_count"":1,""last_switch_time"":""2026-04-27T09:42:59.224Z"",""window_minimized_seconds"":86,""screen_hidden_events"":1,""idle_time_seconds"":40,""active_seconds"":144,""wpm"":0,""last_save"":""2026-04-27T09:42:43.340Z"",""last_activity"":""2026-04-27T09:45:22.221Z""}","69eb55ccb14d7094c35bff5b","Krishan Murari Sharma","task_started","","2026-04-27T09:45:22.221Z","Form Filling","69ef2f569f601f62f2d2b4d0","2026-04-27T09:41:42.369000","2026-04-27T09:45:22.796000","anonymous","anonymous","false"
"Data Entry","17159","2026-04-27T09:41:17.394Z","{""total_typed_chars"":16262,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":1466,""tab_switch_count"":9,""last_switch_time"":""2026-04-27T14:22:23.036Z"",""window_minimized_seconds"":2539,""screen_hidden_events"":9,""idle_time_seconds"":1820,""active_seconds"":12640,""wpm"":18,""last_save"":""2026-04-27T14:10:45.631Z"",""last_activity"":""2026-04-27T14:27:16.870Z""}","69ec63b7239e922f010db8a3","Shubham Dadhich","task_started","","2026-04-27T14:27:16.870Z","Data Entry","69ef2f3cdfae7822044b618b","2026-04-27T09:41:16.804000","2026-04-27T14:27:17.148000","anonymous","anonymous","false"
"PDF to Word Typing","10240","2026-04-27T08:55:19.533Z","{""total_typed_chars"":154,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":40,""tab_switch_count"":96,""last_switch_time"":""2026-04-27T11:45:19.655Z"",""window_minimized_seconds"":6565,""screen_hidden_events"":96,""idle_time_seconds"":2815,""active_seconds"":4810,""wpm"":53,""last_save"":""2026-04-27T11:44:16.063Z"",""last_activity"":""2026-04-27T11:46:00.223Z""}","69eb222d620d9c8c1033741e","Daksh panchal","task_started","","2026-04-27T11:46:00.223Z","PDF to Word Typing","69ef24771e95f51d8a89cfa4","2026-04-27T08:55:19.691000","2026-04-27T11:46:00.337000","anonymous","anonymous","false"
"Data Entry","1820","2026-04-29T08:28:51.651Z","{""total_typed_chars"":799,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":166,""tab_switch_count"":4,""last_switch_time"":""2026-04-29T08:53:02.387Z"",""window_minimized_seconds"":33,""screen_hidden_events"":4,""idle_time_seconds"":45,""active_seconds"":1774,""wpm"":5,""last_save"":""2026-04-29T08:47:32.050Z"",""last_activity"":""2026-04-29T08:59:12.379Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","2026-04-29T08:59:12.379Z","Data Entry","69ef1e8738e47822dfa0cbff","2026-04-27T08:29:59.862000","2026-04-27T09:00:20.260000","anonymous","anonymous","false"
"Data Entry","3760","2026-04-27T08:28:58.787Z","{""total_typed_chars"":2180,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":137,""tab_switch_count"":3,""last_switch_time"":""2026-04-27T09:16:29.557Z"",""window_minimized_seconds"":387,""screen_hidden_events"":3,""idle_time_seconds"":295,""active_seconds"":3112,""wpm"":12,""last_save"":null,""last_activity"":""2026-04-27T09:31:39.414Z""}","69e61963cd9ea118cc9f4d2b","Munish kumar","task_started","","2026-04-27T09:31:39.414Z","Data Entry","69ef1e4d33e36c2d41b01b8b","2026-04-27T08:29:01.148000","2026-04-27T09:31:41.429000","anonymous","anonymous","false"
"Data Entry","1660","2026-04-27T08:24:35.269Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":227,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":430,""active_seconds"":1226,""wpm"":0,""last_save"":""2026-04-27T08:44:00.817Z"",""last_activity"":""2026-04-27T08:52:15.932Z""}","69eb222d620d9c8c1033741e","Daksh panchal","task_started","","2026-04-27T08:52:15.932Z","Data Entry","69ef1d4421a5305b7d568615","2026-04-27T08:24:36.753000","2026-04-27T08:52:17.188000","anonymous","anonymous","false"
"Data Entry","340","2026-04-28T08:16:21.505Z","{""total_typed_chars"":157,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":31,""tab_switch_count"":1,""last_switch_time"":""2026-04-28T08:21:52.160Z"",""window_minimized_seconds"":0,""screen_hidden_events"":1,""idle_time_seconds"":0,""active_seconds"":340,""wpm"":7,""last_save"":null,""last_activity"":""2026-04-28T08:22:02.222Z""}","69ce047408544a65d7f37308","Piyush Chourisiya","task_started","","2026-04-28T08:22:02.222Z","Data Entry","69ef1b747b0bd05340873057","2026-04-27T08:16:52.663000","2026-04-27T08:22:33.076000","anonymous","anonymous","false"
"Form Filling","","2026-04-27T07:48:32.625Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":0,""wpm"":0,""last_save"":null,""last_activity"":""2026-04-27T07:48:32.626Z""}","69e7508f9d195e0534a753ec","Bhavesh gaur","task_started","","","Form Filling","69ef14d1c8c120a54912065b","2026-04-27T07:48:33.691000","2026-04-27T07:48:33.691000","anonymous","anonymous","false"
"Data Entry","6820","2026-04-27T07:44:37.938Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":104,""tab_switch_count"":244,""last_switch_time"":""2026-04-27T09:36:33.561Z"",""window_minimized_seconds"":4405,""screen_hidden_events"":244,""idle_time_seconds"":85,""active_seconds"":4104,""wpm"":0,""last_save"":""2026-04-27T09:22:13.554Z"",""last_activity"":""2026-04-27T09:38:18.329Z""}","69eb55ccb14d7094c35bff5b","Krishan Murari Sharma","task_started","","2026-04-27T09:38:18.329Z","Data Entry","69ef13e6cfa308e9f538f5ab","2026-04-27T07:44:38.482000","2026-04-27T09:38:18.869000","anonymous","anonymous","false"
"Data Entry","100","2026-04-27T07:41:44.297Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":40,""active_seconds"":62,""wpm"":0,""last_save"":null,""last_activity"":""2026-04-27T07:43:25.070Z""}","69eb55ccb14d7094c35bff5b","Krishan Murari Sharma","task_started","","2026-04-27T07:43:25.070Z","Data Entry","69ef1338a806fb2e97efaeec","2026-04-27T07:41:44.949000","2026-04-27T07:43:25.385000","anonymous","anonymous","false"
"Data Entry","13","2026-04-27T07:35:20.378Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":0,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":0,""active_seconds"":12,""wpm"":0,""last_save"":null,""last_activity"":""2026-04-27T07:35:34.260Z""}","69eb55ccb14d7094c35bff5b","Krishan Murari Sharma","task_abandoned","","2026-04-27T07:35:34.260Z","Data Entry","69ef11b9b91c9cf1c492a61c","2026-04-27T07:35:21.255000","2026-04-27T07:35:35.134000","anonymous","anonymous","false"
"Data Entry","1606","2026-04-27T07:07:58.595Z","{""total_typed_chars"":266,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":29,""tab_switch_count"":3,""last_switch_time"":""2026-04-27T07:33:35.938Z"",""window_minimized_seconds"":113,""screen_hidden_events"":3,""idle_time_seconds"":335,""active_seconds"":1156,""wpm"":8,""last_save"":null,""last_activity"":""2026-04-27T07:34:45.070Z""}","69eb55ccb14d7094c35bff5b","Krishan Murari Sharma","task_started","","2026-04-27T07:34:45.070Z","Data Entry","69ef0b5251934e181963d3f0","2026-04-27T07:08:02.342000","2026-04-27T07:34:45.468000","anonymous","anonymous","false"
"Form Filling","420","2026-04-27T07:02:47.266Z","{""total_typed_chars"":1,""total_pasted_chars"":82,""paste_event_count"":1,""last_paste_length"":82,""backspace_count"":0,""tab_switch_count"":2,""last_switch_time"":""2026-04-27T07:06:13.924Z"",""window_minimized_seconds"":145,""screen_hidden_events"":2,""idle_time_seconds"":40,""active_seconds"":302,""wpm"":0,""last_save"":null,""last_activity"":""2026-04-27T07:09:48.099Z""}","69ec63b7239e922f010db8a3","Shubham Dadhich","task_started","","2026-04-27T07:09:48.099Z","Form Filling","69ef0a16fd37acef34582c10","2026-04-27T07:02:46.944000","2026-04-27T07:09:47.374000","anonymous","anonymous","false"
"Form Filling","10860","2026-04-27T06:55:39.039Z","{""total_typed_chars"":4489,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":416,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":1080,""active_seconds"":9772,""wpm"":4,""last_save"":""2026-04-27T09:06:27.825Z"",""last_activity"":""2026-04-27T09:56:39.834Z""}","69d7afe9b38776b487b42466","Arjun gurjar","task_started","","2026-04-27T09:56:39.834Z","Form Filling","69ef086be32283f78601183b","2026-04-27T06:55:39.659000","2026-04-27T09:56:40.250000","anonymous","anonymous","false"
"Data Entry","1200","2026-04-27T03:31:00.776Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":132,""tab_switch_count"":2,""last_switch_time"":""2026-04-27T03:50:09.799Z"",""window_minimized_seconds"":34,""screen_hidden_events"":2,""idle_time_seconds"":20,""active_seconds"":1180,""wpm"":0,""last_save"":null,""last_activity"":""2026-04-27T03:51:01.537Z""}","69d7afe9b38776b487b42466","Arjun gurjar","task_started","","2026-04-27T03:51:01.537Z","Data Entry","69eed87679fdf5f08f56480e","2026-04-27T03:31:02.833000","2026-04-27T03:51:03.237000","anonymous","anonymous","false"
"Form Filling","1180","2026-04-26T10:39:28.930Z","{""total_typed_chars"":339,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":75,""tab_switch_count"":0,""last_switch_time"":null,""window_minimized_seconds"":0,""screen_hidden_events"":0,""idle_time_seconds"":5,""active_seconds"":1174,""wpm"":6,""last_save"":""2026-04-26T10:58:36.710Z"",""last_activity"":""2026-04-26T10:59:09.665Z""}","69ce057536ae09b05b567b92","Noman","task_started","","2026-04-26T10:59:09.665Z","Form Filling","69edeb5b5e582d692b9c7237","2026-04-26T10:39:23.829000","2026-04-26T10:59:04.242000","anonymous","anonymous","false"
"PDF to Word Typing","5419","2026-04-26T10:30:01.430Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":139,""tab_switch_count"":7,""last_switch_time"":""2026-04-26T11:59:24.695Z"",""window_minimized_seconds"":328,""screen_hidden_events"":7,""idle_time_seconds"":85,""active_seconds"":5034,""wpm"":0,""last_save"":""2026-04-26T11:53:10.727Z"",""last_activity"":""2026-04-26T12:00:21.254Z""}","69eb94b62633983272a229f2","Praveen Kumar kaiwartya","task_started","","2026-04-26T12:00:21.254Z","PDF to Word Typing","69ede92ba56a041048d074ba","2026-04-26T10:30:03.608000","2026-04-26T12:00:23.148000","anonymous","anonymous","false"
"PDF to Word Typing","16380","2026-04-26T09:14:08.691Z","{""total_typed_chars"":403,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":507,""tab_switch_count"":91,""last_switch_time"":""2026-04-26T13:45:21.491Z"",""window_minimized_seconds"":7971,""screen_hidden_events"":91,""idle_time_seconds"":5225,""active_seconds"":7194,""wpm"":51,""last_save"":""2026-04-26T13:42:51.540Z"",""last_activity"":""2026-04-26T13:47:09.373Z""}","69eb222d620d9c8c1033741e","Daksh panchal","task_started","","2026-04-26T13:47:09.373Z","PDF to Word Typing","69edd7618a0ae600381da337","2026-04-26T09:14:09.066000","2026-04-26T13:47:09.213000","anonymous","anonymous","false"
"Form Filling","12749","2026-04-26T05:33:54.242Z","{""total_typed_chars"":6620,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":519,""tab_switch_count"":5,""last_switch_time"":""2026-04-26T06:44:54.972Z"",""window_minimized_seconds"":49,""screen_hidden_events"":5,""idle_time_seconds"":375,""active_seconds"":12160,""wpm"":17,""last_save"":""2026-04-26T08:59:23.193Z"",""last_activity"":""2026-04-26T09:06:24.221Z""}","69d8b1f6fad88b737e05053c","Umesh Kumawat","task_started","","2026-04-26T09:06:24.221Z","Form Filling","69eda3c1fa3da9d7d6157e34","2026-04-26T05:33:53.147000","2026-04-26T09:06:26.746000","anonymous","anonymous","false"
"Grammar Correction","8220","2026-04-26T03:55:50.784Z","{""total_typed_chars"":17,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":9,""tab_switch_count"":96,""last_switch_time"":""2026-04-26T06:07:33.330Z"",""window_minimized_seconds"":6121,""screen_hidden_events"":96,""idle_time_seconds"":2365,""active_seconds"":4214,""wpm"":0,""last_save"":""2026-04-26T06:06:59.790Z"",""last_activity"":""2026-04-26T06:12:51.474Z""}","69eb222d620d9c8c1033741e","Daksh panchal","task_started","","2026-04-26T06:12:51.474Z","Grammar Correction","69ed8cc6b40a16bbc0d39b5d","2026-04-26T03:55:50.606000","2026-04-26T06:12:51.024000","anonymous","anonymous","false"
"Data Entry","3497","2026-04-25T17:16:09.802Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":58,""tab_switch_count"":13,""last_switch_time"":""2026-04-25T18:13:45.476Z"",""window_minimized_seconds"":1297,""screen_hidden_events"":13,""idle_time_seconds"":150,""active_seconds"":2282,""wpm"":0,""last_save"":""2026-04-25T17:58:38.610Z"",""last_activity"":""2026-04-25T18:14:26.851Z""}","69eb94b62633983272a229f2","Praveen Kumar kaiwartya","task_started","","2026-04-25T18:14:26.851Z","Data Entry","69ecf6db72660a12fff5da0b","2026-04-25T17:16:11.953000","2026-04-25T18:14:28.686000","anonymous","anonymous","false"
"Data Entry","10625","2026-04-25T15:09:41.746Z","{""total_typed_chars"":0,""total_pasted_chars"":0,""paste_event_count"":0,""last_paste_length"":0,""backspace_count"":37,""tab_switch_count"":280,""last_switch_time"":""2026-04-25T18:06:45.330Z"",""window_minimized_seconds"":8097,""screen_hidden_events"":280,""idle_time_seconds"":235,""active_seconds"":4038,""wpm"":0,""last_save"":""2026-04-25T16:26:53.544Z"",""last_activity"":""2026-04-25T18:06:47.349Z""}","69eb55ccb14d7094c35bff5b","Krishan Murari Sharma","task_started","","2026-04-25T18:06:47.349Z","Data Entry","69ecd93662fd6c4ed7cabdb8","2026-04-25T15:09:42.068000","2026-04-25T18:06:47.756000","anonymous","anonymous","false"
